home_team,away_team,odds_home,odds_away,result
Unknown,Unknown,0,0,draw
Unknown,Unknown,0,0,draw
Unknown,Unknown,0,0,draw
Unknown,Unknown,0,0,draw
Unknown,Unknown,0,0,draw
